STATE,FL_INT,PRES_INT,PRES_EXT,PRES_PAC,Flow,VOLUME,VALVE_INS,REF
4,0,0.85,-0.44,0.68,-8.47,5.27,0,0
4,0,0.76,-0.44,0.6,-8.84,5.27,0,0
1,0,0.66,-0.44,0.51,-8.74,5.27,0,0
1,0,0.75,-0.44,0.58,-4.14,5.27,5,10
1,0,0.86,-0.44,0.67,-0.62,5.27,10,10
1,0,1.03,-0.44,0.82,2.78,5.27,15,10
1,0,1.24,-0.44,1.02,6.12,5.27,20,10
1,0,1.57,-0.44,1.27,8.99,5.27,25,10
1,0,1.94,-0.44,1.57,11.36,5.27,30,10
1,0,2.33,-0.44,1.9,13.79,5.27,35,10
1,0,2.81,-0.44,2.27,16.33,5.27,40,10
1,0,3.44,-0.44,2.76,18.96,5.27,45,10
1,0,4.16,-0.44,3.3,21.84,5.27,50,10
1,0,4.99,-0.44,3.96,25.12,5.27,55,10
1,0,5.92,-0.44,4.69,28.06,5.27,60,10
1,0,7,-0.44,5.51,30.93,5.28,65,10
1,0,8.1,-0.44,6.31,33.56,5.28,70,10
1,0,9.26,-0.44,7.16,35.87,5.28,75,10
1,0,10.42,-0.44,8,38.54,5.28,78.86,10
1,0,11.4,-0.44,8.66,40.32,5.29,73.86,10
1,0,12.37,-0.44,9.3,41.44,5.29,68.86,10
1,0,12.84,-0.44,9.6,42.13,5.29,63.86,10
1,0,13.39,-0.44,9.98,42.45,5.29,58.86,10
1,0,13.69,-0.44,10.13,42.04,5.3,53.86,10
1,0,13.8,-0.44,10.19,41.38,5.3,48.86,10
1,0,13.71,-0.44,10.1,40.27,5.3,43.86,10
1,0,13.45,-0.44,9.89,39.15,5.3,38.86,10
1,0,13.3,-0.44,9.76,38.02,5.3,33.86,10
1,0,13.13,-0.44,9.64,36.92,5.31,28.86,10
2,0,12.86,-0.44,9.46,35.35,5.31,23.86,10
2,0,12.54,-0.44,9.23,33.49,5.31,23.86,10
2,0,11.86,-0.44,8.74,28.94,5.31,23.86,10
2,0,11.18,-0.44,8.36,26.88,5.31,23.86,10
2,0,10.87,-0.44,8.14,25.26,5.32,23.86,10
2,0,10.58,-0.44,7.94,23.37,5.32,23.86,10
4,0,9.95,-0.44,7.46,19.55,5.32,23.86,10
4,0,9.33,-0.44,6.9,17.3,5.32,0,0
4,0,8.77,-0.44,6.51,16.1,5.32,0,0
4,0,8.3,-0.44,6.17,15.14,5.32,0,0
4,0,7.87,-0.44,5.89,14.48,5.32,0,0
4,0,7.47,-0.44,5.61,14.01,5.32,0,0
4,0,7.19,-0.44,5.37,13.58,5.32,0,0
4,0,6.94,-0.44,5.16,13.21,5.32,0,0
4,0,6.72,-0.44,4.96,12.85,5.33,0,0
4,0,6.52,-0.44,4.81,12.4,5.33,0,0
4,0,6.33,-0.44,4.67,12.1,5.33,0,0
4,0,6.15,-0.44,4.56,11.8,5.33,0,0
4,0,5.94,-0.44,4.47,11.27,5.33,0,0
4,0,5.73,-0.44,4.36,10.92,5.33,0,0
4,0,5.53,-0.44,4.26,10.54,5.33,0,0
4,0,5.35,-0.44,4.15,10.8,5.33,0,0
4,0,5.18,-0.44,4.05,10.64,5.33,0,0
4,0,5.01,-0.44,3.87,10.57,5.33,0,0
4,0,4.86,-0.44,3.71,10.39,5.33,0,0
4,0,4.7,-0.44,3.55,10.21,5.33,0,0
4,0,4.55,-0.44,3.39,9.67,5.33,0,0
4,0,4.41,-0.44,3.27,9.19,5.33,0,0
4,0,4.27,-0.44,3.19,8.84,5.33,0,0
4,0,4.13,-0.44,3.09,8.61,5.34,0,0
4,0,4.01,-0.44,3,8.06,5.34,0,0
4,0,3.89,-0.44,2.92,7.9,5.34,0,0
4,0,3.76,-0.44,2.82,7.77,5.34,0,0
4,0,3.64,-0.44,2.73,7.33,5.34,0,0
4,0,3.5,-0.44,2.65,6.92,5.34,0,0
4,0,3.35,-0.44,2.55,6.59,5.34,0,0
4,0,3.2,-0.44,2.46,6.26,5.34,0,0
4,0,3.07,-0.44,2.37,5.79,5.34,0,0
4,0,2.93,-0.44,2.28,4.12,5.34,0,0
4,0,2.8,-0.44,2.15,2.78,5.34,0,0
4,0,2.67,-0.44,2.03,1.04,5.34,0,0
4,0,2.54,-0.44,1.92,-0.54,5.34,0,0
4,0,2.42,-0.44,1.81,-1.62,5.34,0,0
4,0,2.3,-0.44,1.71,-2.52,5.34,0,0
4,0,2.17,-0.44,1.63,-3.15,5.34,0,0
4,0,2.04,-0.44,1.55,-3.98,5.34,0,0
4,0,1.91,-0.44,1.46,-4.31,5.34,0,0
4,0,1.79,-0.44,1.38,-4.82,5.34,0,0
4,0,1.66,-0.44,1.28,-5.19,5.34,0,0
4,0,1.55,-0.44,1.2,-5.53,5.34,0,0
4,0,1.44,-0.44,1.11,-6.12,5.34,0,0
4,0,1.32,-0.44,1.03,-6.53,5.34,0,0
4,0,1.21,-0.44,0.92,-6.73,5.34,0,0
4,0,1.09,-0.44,0.84,-6.56,5.34,0,0
4,0,0.98,-0.44,0.73,-6.53,5.34,0,0
4,0,0.87,-0.44,0.66,-6.56,5.33,0,0
4,0,0.78,-0.44,0.59,-6.75,5.33,0,0
4,0,0.68,-0.44,0.5,-7.28,5.33,0,0
1,0,0.68,-0.44,0.44,-8.38,5.33,0,0
1,0,0.8,-0.44,0.62,-4.25,5.33,5,10
1,0,0.86,-0.44,0.7,-0.76,5.33,10,10
1,0,1.02,-0.44,0.85,2.35,5.33,15,10
1,0,1.31,-0.44,1.1,5.35,5.33,20,10
1,0,1.64,-0.44,1.36,7.88,5.33,25,10
1,0,2,-0.44,1.63,10.65,5.33,30,10
1,0,2.48,-0.44,2.01,13.35,5.34,35,10
1,0,2.97,-0.44,2.4,16.03,5.34,40,10
1,0,3.54,-0.44,2.84,18.54,5.34,45,10
1,0,4.31,-0.44,3.44,21.33,5.34,50,10
1,0,5.15,-0.44,4.08,24.26,5.34,55,10
1,0,6.02,-0.44,4.78,27.58,5.34,60,10
1,0,7.11,-0.44,5.55,30.56,5.34,65,10
1,0,8.18,-0.44,6.33,33.39,5.35,70,10
1,0,9.27,-0.44,7.09,35.61,5.35,75,10
1,0,10.41,-0.44,7.98,38.48,5.35,80,10
1,0,11.55,-0.44,8.82,40.29,5.35,75,10
1,0,12.38,-0.44,9.38,41.47,5.36,70,10
1,0,12.99,-0.44,9.82,42.51,5.36,65,10
1,0,13.44,-0.44,10.09,42.92,5.36,60,10
1,0,13.82,-0.44,10.3,42.55,5.36,55,10
1,0,13.96,-0.44,10.39,42.14,5.37,50,10
1,0,13.87,-0.44,10.26,41.32,5.37,45,10
1,0,13.7,-0.44,10.15,40.42,5.37,40,10
1,0,13.5,-0.44,9.93,39.06,5.37,35,10
2,0,13.29,-0.44,9.79,37.67,5.37,30,10
2,0,13.03,-0.44,9.63,36.39,5.38,30,10
2,0,12.52,-0.44,9.23,33.53,5.38,30,10
2,0,11.49,-0.44,8.55,29.59,5.38,30,10
2,0,11.12,-0.44,8.31,27.49,5.38,30,10
2,0,10.77,-0.44,8.08,25.58,5.38,30,10
4,0,10.49,-0.44,7.94,23.32,5.39,30,10
4,0,9.61,-0.44,7.19,19.58,5.39,0,0
4,0,9.05,-0.44,6.8,18.03,5.39,0,0
4,0,8.53,-0.44,6.37,17.12,5.39,0,0
4,0,8.12,-0.44,6.05,16.07,5.39,0,0
4,0,7.72,-0.44,5.74,15.61,5.39,0,0
4,0,7.35,-0.44,5.45,15.36,5.39,0,0
4,0,7.06,-0.44,5.22,15.12,5.39,0,0
4,0,6.78,-0.44,5,14.76,5.39,0,0
4,0,6.54,-0.44,4.83,14.23,5.39,0,0
4,0,6.33,-0.44,4.69,13.78,5.39,0,0
4,0,6.11,-0.44,4.54,13.12,5.4,0,0
4,0,5.91,-0.44,4.41,12.52,5.4,0,0
4,0,5.73,-0.44,4.29,11.88,5.4,0,0
4,0,5.54,-0.44,4.19,11.41,5.4,0,0
4,0,5.35,-0.44,4.09,10.86,5.4,0,0
4,0,5.2,-0.44,3.99,10.41,5.4,0,0
4,0,5.06,-0.44,3.89,10.16,5.4,0,0
4,0,4.92,-0.44,3.78,9.75,5.4,0,0
4,0,4.79,-0.44,3.66,9.45,5.4,0,0
4,0,4.66,-0.44,3.53,9.18,5.4,0,0
4,0,4.52,-0.44,3.44,9.07,5.4,0,0
4,0,4.37,-0.44,3.33,8.84,5.4,0,0
4,0,4.24,-0.44,3.21,8.68,5.4,0,0
4,0,4.1,-0.44,3.1,8.6,5.4,0,0
4,0,3.97,-0.44,3.03,8.34,5.4,0,0
4,0,3.85,-0.44,2.96,8.28,5.4,0,0
4,0,3.71,-0.44,2.89,7.11,5.4,0,0
4,0,3.57,-0.44,2.81,6.47,5.41,0,0
4,0,3.44,-0.44,2.73,5.78,5.41,0,0
4,0,3.3,-0.44,2.6,5.22,5.41,0,0
4,0,3.14,-0.44,2.47,4.66,5.41,0,0
4,0,3.03,-0.44,2.36,4.06,5.41,0,0
4,0,2.9,-0.44,2.24,2.45,5.41,0,0
4,0,2.77,-0.44,2.14,1.58,5.41,0,0
4,0,2.64,-0.44,2.03,0.39,5.41,0,0
4,0,2.52,-0.44,1.96,-1.02,5.41,0,0
4,0,2.39,-0.44,1.87,-2.1,5.41,0,0
4,0,2.26,-0.44,1.77,-2.96,5.41,0,0
4,0,2.14,-0.44,1.68,-3.65,5.41,0,0
4,0,2.01,-0.44,1.58,-4.2,5.41,0,0
4,0,1.89,-0.44,1.52,-4.64,5.41,0,0
4,0,1.77,-0.44,1.46,-5.18,5.41,0,0
4,0,1.68,-0.44,1.39,-5.32,5.41,0,0
4,0,1.59,-0.44,1.33,-5.33,5.4,0,0
4,0,1.49,-0.44,1.26,-5.64,5.4,0,0
4,0,1.4,-0.44,1.19,-6.02,5.4,0,0
4,0,1.3,-0.44,1.06,-6.1,5.4,0,0
4,0,1.2,-0.44,0.94,-7.12,5.4,0,0
4,0,1.08,-0.44,0.83,-7.91,5.4,0,0
4,0,0.96,-0.44,0.72,-8.68,5.4,0,0
4,0,0.84,-0.44,0.63,-9.29,5.4,0,0
1,0,0.75,-0.44,0.57,-9.81,5.4,0,0
1,0,0.9,-0.44,0.72,-5.82,5.4,5,10
1,0,0.96,-0.44,0.83,-2.16,5.4,10,10
1,0,1.09,-0.44,0.97,1.38,5.4,15,10
1,0,1.35,-0.44,1.21,4.71,5.4,20,10
1,0,1.66,-0.44,1.47,7.81,5.4,25,10
1,0,2.02,-0.44,1.72,10.58,5.4,30,10
1,0,2.41,-0.44,2.05,13.13,5.4,35,10
1,0,2.95,-0.44,2.47,16.14,5.4,40,10
1,0,3.58,-0.44,2.9,18.81,5.4,45,10
1,0,4.31,-0.44,3.44,21.82,5.41,50,10
1,0,5.1,-0.44,4.07,24.82,5.41,55,10
1,0,6.02,-0.44,4.76,28.05,5.41,60,10
1,0,7.04,-0.44,5.5,31.33,5.41,65,10
1,0,8.14,-0.44,6.35,34.25,5.41,70,10
1,0,9.25,-0.44,7.15,36.64,5.42,75,10
1,0,10.48,-0.44,8.03,39.11,5.42,79.04,10
1,0,11.49,-0.44,8.76,41.08,5.42,74.04,10
1,0,12.43,-0.44,9.41,42.82,5.42,69.04,10
1,0,12.9,-0.44,9.75,43.13,5.43,64.04,10
1,0,13.32,-0.44,10,43.68,5.43,59.04,10
1,0,13.66,-0.44,10.24,43.3,5.43,54.04,10
1,0,13.73,-0.44,10.3,42.3,5.43,49.04,10
1,0,13.71,-0.44,10.26,41.06,5.44,44.04,10
1,0,13.61,-0.44,10.16,39.76,5.44,39.04,10
1,0,13.36,-0.44,10,38.02,5.44,34.04,10
1,0,13.1,-0.44,9.81,36.68,5.44,29.04,10
2,0,12.85,-0.44,9.62,35.46,5.44,24.04,10
2,0,12.37,-0.44,9.27,32.83,5.45,24.04,10
2,0,11.63,-0.44,8.71,28.03,5.45,24.04,10
2,0,11.06,-0.44,8.35,26.41,5.45,24.04,10
2,0,10.76,-0.44,8.11,25.17,5.45,24.04,10
4,0,10.49,-0.44,7.91,23.6,5.45,24.04,10
4,0,9.56,-0.44,7.07,19.21,5.45,0,0
4,0,9.03,-0.44,6.69,17.55,5.46,0,0
4,0,8.5,-0.44,6.32,16.43,5.46,0,0
4,0,8.09,-0.44,6.04,15.33,5.46,0,0
4,0,7.69,-0.44,5.77,14.41,5.46,0,0
4,0,7.32,-0.44,5.5,13.84,5.46,0,0
4,0,7.01,-0.44,5.28,13.07,5.46,0,0
4,0,6.73,-0.44,5.08,12.39,5.46,0,0
4,0,6.5,-0.44,4.89,11.88,5.46,0,0
4,0,6.31,-0.44,4.74,11.59,5.46,0,0
4,0,6.11,-0.44,4.59,11.39,5.46,0,0
4,0,5.93,-0.44,4.45,11.02,5.46,0,0
4,0,5.74,-0.44,4.31,10.87,5.46,0,0
4,0,5.54,-0.44,4.18,10.66,5.46,0,0
4,0,5.34,-0.44,4.05,10.68,5.46,0,0
4,0,5.17,-0.44,3.96,10.27,5.47,0,0
4,0,5,-0.44,3.84,10.12,5.47,0,0
4,0,4.84,-0.44,3.71,9.79,5.47,0,0
4,0,4.69,-0.44,3.61,9.76,5.47,0,0
4,0,4.57,-0.44,3.51,9.08,5.47,0,0
4,0,4.45,-0.44,3.39,8.88,5.47,0,0
4,0,4.34,-0.44,3.27,8.27,5.47,0,0
4,0,4.22,-0.44,3.16,7.1,5.47,0,0
4,0,4.09,-0.44,3.06,4.88,5.47,0,0
4,0,3.97,-0.44,2.96,3.53,5.47,0,0
4,0,3.84,-0.44,2.86,3.31,5.47,0,0
4,0,3.7,-0.44,2.76,1.84,5.47,0,0
4,0,3.57,-0.44,2.66,0.96,5.47,0,0
4,0,3.44,-0.44,2.54,1.55,5.47,0,0
4,0,3.3,-0.44,2.45,2.02,5.47,0,0
4,0,3.15,-0.44,2.36,2.47,5.47,0,0
4,0,3.01,-0.44,2.26,2.84,5.47,0,0
4,0,2.87,-0.44,2.16,1.47,5.47,0,0
4,0,2.74,-0.44,2.05,0.45,5.47,0,0
4,0,2.61,-0.44,1.95,-0.71,5.47,0,0
4,0,2.46,-0.44,1.84,-1.8,5.47,0,0
4,0,2.32,-0.44,1.74,-2.77,5.47,0,0
4,0,2.19,-0.44,1.63,-3.68,5.47,0,0
4,0,2.05,-0.44,1.55,-4.49,5.47,0,0
4,0,1.93,-0.44,1.46,-4.92,5.47,0,0
4,0,1.8,-0.44,1.38,-5.6,5.47,0,0
4,0,1.7,-0.44,1.31,-6.15,5.47,0,0
4,0,1.59,-0.44,1.22,-6.58,5.47,0,0
4,0,1.48,-0.44,1.15,-7,5.47,0,0
4,0,1.38,-0.44,1.07,-7.23,5.47,0,0
4,0,1.27,-0.44,0.99,-7.73,5.47,0,0
4,0,1.17,-0.44,0.91,-8.34,5.47,0,0
4,0,1.05,-0.44,0.84,-8.91,5.47,0,0
4,0,0.93,-0.44,0.71,-9.34,5.47,0,0
4,0,0.83,-0.44,0.6,-9.02,5.47,0,0
4,0,0.73,-0.44,0.49,-9.16,5.46,0,0
1,0,0.63,-0.44,0.38,-9.03,5.46,0,0
1,0,0.66,-0.44,0.44,-4.85,5.46,5,10
1,0,0.81,-0.44,0.56,-1.29,5.46,10,10
1,0,0.95,-0.44,0.73,2.25,5.46,15,10
1,0,1.19,-0.44,0.95,5.8,5.46,20,10
1,0,1.53,-0.44,1.25,8.93,5.46,25,10
1,0,1.92,-0.44,1.57,11.7,5.47,30,10
1,0,2.35,-0.44,1.95,14.6,5.47,35,10
1,0,2.88,-0.44,2.33,16.77,5.47,40,10
1,0,3.51,-0.44,2.82,19.42,5.47,45,10
1,0,4.24,-0.44,3.4,22.41,5.47,50,10
1,0,5.06,-0.44,4.02,25.26,5.47,55,10
1,0,5.98,-0.44,4.7,28.27,5.47,60,10
1,0,7,-0.44,5.47,31.12,5.47,65,10
1,0,8.02,-0.44,6.2,33.86,5.48,70,10
1,0,9.18,-0.44,7.01,36.41,5.48,75,10
1,0,10.46,-0.44,7.96,39.16,5.48,80,10
1,0,11.54,-0.44,8.74,40.29,5.48,75,10
1,0,12.39,-0.44,9.35,41.62,5.49,70,10
1,0,13.1,-0.44,9.82,42.67,5.49,65,10
1,0,13.62,-0.44,10.18,43.15,5.49,60,10
1,0,14.01,-0.44,10.37,42.95,5.49,55,10
1,0,14.05,-0.44,10.37,42.36,5.5,50,10
1,0,14.04,-0.44,10.35,41.75,5.5,45,10
1,0,13.93,-0.44,10.28,40.85,5.5,40,10
1,0,13.72,-0.44,10.17,39.37,5.5,35,10
1,0,13.46,-0.44,10,38.14,5.51,30,10
2,0,13.16,-0.44,9.78,36.17,5.51,25,10
2,0,12.83,-0.44,9.52,34.43,5.51,25,10
2,0,12.19,-0.44,8.98,29.99,5.51,25,10
2,0,11.48,-0.44,8.51,27.53,5.51,25,10
2,0,11.17,-0.44,8.26,26.02,5.52,25,10
2,0,10.87,-0.44,8.03,24.25,5.52,25,10
4,0,10.29,-0.44,7.6,21.23,5.52,25,10
4,0,9.61,-0.44,6.99,18.48,5.52,0,0
4,0,9.01,-0.44,6.6,17.1,5.52,0,0
4,0,8.52,-0.44,6.29,16.1,5.52,0,0
4,0,8.07,-0.44,6.02,15.09,5.52,0,0
4,0,7.65,-0.44,5.76,14.52,5.52,0,0
4,0,7.31,-0.44,5.52,13.73,5.52,0,0
4,0,7,-0.44,5.32,13.33,5.52,0,0
4,0,6.74,-0.44,5.12,13.16,5.53,0,0
4,0,6.5,-0.44,4.95,12.82,5.53,0,0
4,0,6.29,-0.44,4.79,12.52,5.53,0,0
4,0,6.08,-0.44,4.63,12.13,5.53,0,0
4,0,5.87,-0.44,4.48,11.86,5.53,0,0
4,0,5.68,-0.44,4.36,11.6,5.53,0,0
4,0,5.46,-0.44,4.23,10.98,5.53,0,0
4,0,5.28,-0.44,4.13,10.28,5.53,0,0
4,0,5.11,-0.44,4.03,9.76,5.53,0,0
4,0,4.95,-0.44,3.91,9.42,5.53,0,0
4,0,4.79,-0.44,3.83,8.99,5.53,0,0
4,0,4.63,-0.44,3.68,8.92,5.53,0,0
4,0,4.49,-0.44,3.56,8.9,5.53,0,0
4,0,4.34,-0.44,3.44,8.96,5.53,0,0
4,0,4.21,-0.44,3.33,9.03,5.53,0,0
4,0,4.09,-0.44,3.22,8.5,5.53,0,0
4,0,3.97,-0.44,3.09,8.07,5.54,0,0
4,0,3.86,-0.44,2.97,7.56,5.54,0,0
4,0,3.74,-0.44,2.86,6.83,5.54,0,0
4,0,3.6,-0.44,2.75,6.32,5.54,0,0
4,0,3.48,-0.44,2.64,5.84,5.54,0,0
4,0,3.35,-0.44,2.55,6.17,5.54,0,0
4,0,3.22,-0.44,2.48,6.2,5.54,0,0
4,0,3.08,-0.44,2.4,6.65,5.54,0,0
4,0,2.96,-0.44,2.32,6.98,5.54,0,0
4,0,2.81,-0.44,2.24,6.9,5.54,0,0
4,0,2.67,-0.44,2.14,6,5.54,0,0
4,0,2.54,-0.44,2.03,4.68,5.54,0,0
4,0,2.42,-0.44,1.9,2.94,5.54,0,0
4,0,2.28,-0.44,1.78,1.55,5.54,0,0
4,0,2.15,-0.44,1.66,0.17,5.54,0,0
4,0,2.02,-0.44,1.55,-1.15,5.54,0,0
4,0,1.89,-0.44,1.47,-1.86,5.54,0,0
4,0,1.77,-0.44,1.39,-2.91,5.54,0,0
